tmp:1022.976, loss:1765.6862
tmp:0.34077499288532487, loss:439.6793
tmp:0.34043421789243955, loss:439.6793
tmp:0.3400937836745471, loss:439.6793
tmp:0.33975368989087257, loss:440.05856
tmp:0.3394139362009817, loss:440.0586
tmp:0.33907452226478074, loss:439.67938
tmp:0.33873544774251596, loss:439.67938
tmp:0.33839671229477347, loss:439.67938
tmp:0.3380583155824787, loss:439.67938
tmp:0.3377202572668962, loss:439.67935
tmp:0.3373825370096293, loss:439.67935
tmp:0.3370451544726196, loss:439.67935
tmp:0.336708109318147, loss:439.67935
tmp:0.33637140120882886, loss:439.67935
tmp:0.33603502980762, loss:440.05862
tmp:0.3356989947778124, loss:439.67935
tmp:0.3353632957830346, loss:439.67938
tmp:0.33502793248725155, loss:439.67938
tmp:0.3346929045547643, loss:440.0586
tmp:0.3343582116502095, loss:440.0586
tmp:0.3340238534385593, loss:439.67932
tmp:0.3336898295851207, loss:439.6793
tmp:0.3333561397555356, loss:440.54468
tmp:0.33302278361578, loss:439.6793
tmp:0.3326897608321642, loss:439.6793
tmp:0.33235707107133206, loss:439.6793
tmp:0.33202471400026073, loss:439.6793
tmp:0.3316926892862605, loss:439.6793
tmp:0.33136099659697427, loss:439.6793
tmp:0.3310296356003773, loss:440.05856
tmp:0.3306986059647769, loss:439.67935
tmp:0.3303679073588121, loss:439.67935
tmp:0.3300375394514533, loss:440.92398
tmp:0.3297075019120019, loss:439.67935
tmp:0.32937779441008985, loss:439.67935
tmp:0.32904841661567974, loss:439.67935
tmp:0.32871936819906405, loss:441.1361
tmp:0.328390648830865, loss:439.67944
tmp:0.3280622581820341, loss:439.67944
tmp:0.32773419592385206, loss:439.67944
tmp:0.3274064617279282, loss:439.67944
tmp:0.3270790552662003, loss:439.67947
tmp:0.3267519762109341, loss:440.9241
tmp:0.32642522423472314, loss:440.05872
tmp:0.32609879901048844, loss:440.05872
tmp:0.325772700211478, loss:440.05872
tmp:0.32544692751126647, loss:439.67947
tmp:0.32512148058375523, loss:439.6795
tmp:0.32479635910317145, loss:439.6795
tmp:0.3244715627440683, loss:440.05878
tmp:0.32414709118132423, loss:439.67953
tmp:0.3238229440901429, loss:439.67953
tmp:0.3234991211460527, loss:440.0588
tmp:0.3231756220249067, loss:439.6796
tmp:0.3228524464028818, loss:440.05887
tmp:0.3225295939564789, loss:442.9661
tmp:0.32220706436252244, loss:439.6796
tmp:0.3218848572981599, loss:439.6796
tmp:0.32156297244086174, loss:439.6796
tmp:0.3212414094684209, loss:439.6796
tmp:0.32092016805895246, loss:440.05884
tmp:0.3205992478908935, loss:439.6796
tmp:0.3202786486430026, loss:439.67966
tmp:0.3199583699943596, loss:439.67966
tmp:0.31963841162436524, loss:440.0589
tmp:0.3193187732127409, loss:439.67966
tmp:0.31899945443952815, loss:440.9243
tmp:0.3186804549850886, loss:439.67966
tmp:0.31836177453010356, loss:439.67966
tmp:0.31804341275557346, loss:439.67966
tmp:0.31772536934281786, loss:439.67966
tmp:0.31740764397347504, loss:440.0589
tmp:0.31709023632950156, loss:440.0589
tmp:0.3167731460931721, loss:439.67966
tmp:0.3164563729470789, loss:439.67966
tmp:0.3161399165741318, loss:439.67966
tmp:0.3158237766575577, loss:440.05893
tmp:0.3155079528809001, loss:439.67972
tmp:0.31519244492801923, loss:439.67972
tmp:0.31487725248309123, loss:439.67972
tmp:0.31456237523060815, loss:439.67972
tmp:0.31424781285537756, loss:440.05896
tmp:0.3139335650425222, loss:439.67975
tmp:0.3136196314774797, loss:439.67978
tmp:0.3133060118460022, loss:440.54517
tmp:0.3129927058341562, loss:440.54517
tmp:0.31267971312832205, loss:439.67978
tmp:0.31236703341519373, loss:439.67978
tmp:0.31205466638177853, loss:439.67978
tmp:0.31174261171539674, loss:439.67978
tmp:0.31143086910368134, loss:439.6798
tmp:0.31111943823457766, loss:440.059
tmp:0.3108083187963431, loss:439.67978
tmp:0.31049751047754676, loss:439.67978
tmp:0.3101870129670692, loss:439.67978
tmp:0.3098768259541021, loss:440.05905
tmp:0.309566949128148, loss:439.67984
tmp:0.3092573821790198, loss:440.05908
tmp:0.3089481247968408, loss:439.67984
tmp:0.308639176672044, loss:439.67984
tmp:0.3083305374953719, loss:439.67984
tmp:0.3080222069578766, loss:439.67984
tmp:0.3077141847509187, loss:439.67984
tmp:0.3074064705661678, loss:439.67984
tmp:0.30709906409560167, loss:440.05908
tmp:0.3067919650315061, loss:440.05908
tmp:0.30648517306647455, loss:439.67984
tmp:0.3061786878934081, loss:439.67984
tmp:0.3058725092055147, loss:440.05908
tmp:0.3055666366963092, loss:440.05908
tmp:0.3052610700596129, loss:439.67984
tmp:0.30495580898955327, loss:439.67984
tmp:0.30465085318056373, loss:439.67984
tmp:0.3043462023273832, loss:440.54523
tmp:0.3040418561250558, loss:439.67984
tmp:0.30373781426893076, loss:440.0591
tmp:0.3034340764546618, loss:439.67984
tmp:0.30313064237820714, loss:439.67984
tmp:0.30282751173582895, loss:439.67984
tmp:0.3025246842240931, loss:439.67984
tmp:0.30222215953986903, loss:439.67984
tmp:0.3019199373803292, loss:439.67984
tmp:0.30161801744294886, loss:439.67984
tmp:0.3013163994255059, loss:439.67984
tmp:0.30101508302608043, loss:439.67984
tmp:0.30071406794305433, loss:441.16846
tmp:0.30041335387511126, loss:440.0591
tmp:0.30011294052123616, loss:439.67987
tmp:0.2998128275807149, loss:440.0591
tmp:0.2995130147531342, loss:439.67987
tmp:0.29921350173838107, loss:439.67987
tmp:0.2989142882366427, loss:440.05917
tmp:0.29861537394840604, loss:440.54532
tmp:0.2983167585744576, loss:439.67993
tmp:0.29801844181588316, loss:439.67993
tmp:0.2977204233740673, loss:439.6799
tmp:0.29742270295069323, loss:439.6799
tmp:0.29712528024774254, loss:439.6799
tmp:0.2968281549674948, loss:439.6799
tmp:0.2965313268125273, loss:439.6799
tmp:0.2962347954857148, loss:440.05914
tmp:0.29593856069022906, loss:439.6799
tmp:0.29564262212953885, loss:439.6799
tmp:0.2953469795074093, loss:440.5453
tmp:0.2950516325279019, loss:439.6799
tmp:0.294756580895374, loss:439.6799
tmp:0.2944618243144786, loss:439.6799
tmp:0.2941673624901641, loss:439.6799
tmp:0.29387319512767396, loss:439.6799
tmp:0.29357932193254627, loss:439.6799
tmp:0.29328574261061374, loss:439.6799
tmp:0.2929924568680031, loss:439.6799
tmp:0.29269946441113515, loss:439.6799
tmp:0.292406764946724, loss:439.6799
tmp:0.2921143581817773, loss:439.6799
tmp:0.2918222438235955, loss:439.6799
tmp:0.29153042157977194, loss:439.6799
tmp:0.2912388911581922, loss:439.6799
tmp:0.290947652267034, loss:440.05914
tmp:0.29065670461476695, loss:439.6799
tmp:0.2903660479101522, loss:439.6799
tmp:0.29007568186224203, loss:439.6799
tmp:0.2897856061803798, loss:439.6799
tmp:0.2894958205741994, loss:439.6799
tmp:0.28920632475362523, loss:439.6799
tmp:0.28891711842887163, loss:439.6799
tmp:0.28862820131044276, loss:439.6799
tmp:0.28833957310913233, loss:439.6799
tmp:0.2880512335360232, loss:439.6799
tmp:0.28776318230248715, loss:439.6799
tmp:0.28747541912018465, loss:440.22287
tmp:0.2871879437010645, loss:439.35745
tmp:0.2869007557573634, loss:439.35745
tmp:0.286613855001606, loss:439.35745
tmp:0.2863272411466044, loss:439.35745
tmp:0.2860409139054578, loss:439.35745
tmp:0.2857548729915524, loss:439.35745
tmp:0.28546911811856085, loss:439.35745
tmp:0.2851836490004423, loss:439.35745
tmp:0.28489846535144187, loss:438.95175
tmp:0.2846135668860904, loss:438.95175
tmp:0.2843289533192043, loss:438.95175
tmp:0.2840446243658851, loss:439.7367
tmp:0.28376057974151925, loss:438.95175
tmp:0.28347681916177775, loss:438.95175
tmp:0.28319334234261595, loss:438.95175
tmp:0.28291014900027334, loss:439.35745
tmp:0.28262723885127305, loss:439.35745
tmp:0.2823446116124218, loss:439.35745
tmp:0.2820622670008094, loss:439.35745
tmp:0.2817802047338086, loss:438.95178
tmp:0.2814984245290748, loss:438.95178
tmp:0.28121692610454574, loss:438.95178
tmp:0.2809357091784412, loss:438.95178
tmp:0.28065477346926276, loss:438.95178
tmp:0.2803741186957935, loss:438.95178
tmp:0.2800937445770977, loss:438.95178
tmp:0.2798136508325206, loss:438.95178
tmp:0.27953383718168806, loss:438.95178
tmp:0.27925430334450635, loss:438.95178
tmp:0.2789750490411618, loss:438.95178
tmp:0.27869607399212065, loss:439.83676
tmp:0.27841737791812854, loss:439.83676
tmp:0.2781389605402104, loss:439.83676
tmp:0.27786082157967024, loss:439.83676
tmp:0.2775829607580906, loss:439.8368
tmp:0.2773053777973325, loss:439.8368
tmp:0.27702807241953514, loss:439.8368
tmp:0.2767510443471156, loss:439.83682
tmp:0.2764742933027685, loss:439.8368
tmp:0.2761978190094658, loss:439.8368
tmp:0.2759216211904563, loss:439.8368
tmp:0.2756456995692659, loss:439.8368
tmp:0.2753700538696966, loss:439.8368
tmp:0.2750946838158269, loss:439.8368
tmp:0.2748195891320111, loss:438.9518
tmp:0.2745447695428791, loss:438.95184
tmp:0.27427022477333624, loss:438.95184
tmp:0.2739959545485629, loss:439.81723
tmp:0.2737219585940143, loss:438.95184
tmp:0.2734482366354203, loss:438.95184
tmp:0.27317478839878484, loss:438.95184
tmp:0.27290161361038606, loss:439.7368
tmp:0.2726287119967757, loss:438.95184
tmp:0.2723560832847789, loss:438.95184
tmp:0.2720837272014941, loss:438.95184
tmp:0.2718116434742926, loss:438.95184
tmp:0.2715398318308183, loss:438.95184
tmp:0.2712682919989875, loss:439.7368
tmp:0.2709970237069885, loss:438.95184
tmp:0.27072602668328155, loss:438.95184
tmp:0.2704553006565983, loss:439.35754
tmp:0.27018484535594167, loss:439.3575
tmp:0.2699146605105857, loss:439.3575
tmp:0.26964474585007514, loss:439.3575
tmp:0.2693751011042251, loss:439.3575
tmp:0.2691057260031208, loss:439.3575
tmp:0.2688366202771177, loss:439.3575
tmp:0.2685677836568406, loss:439.3575
tmp:0.2682992158731837, loss:439.3575
tmp:0.26803091665731055, loss:439.3575
tmp:0.2677628857406532, loss:439.3575
tmp:0.26749512285491256, loss:439.3575
tmp:0.26722762773205766, loss:439.3575
tmp:0.2669604001043256, loss:439.3575
tmp:0.26669343970422127, loss:439.3575
tmp:0.26642674626451707, loss:439.3575
tmp:0.26616031951825253, loss:438.9518
tmp:0.26589415919873427, loss:438.9518
tmp:0.2656282650395355, loss:438.9518
tmp:0.265362636774496, loss:438.9518
tmp:0.2650972741377215, loss:438.9518
tmp:0.2648321768635838, loss:438.9518
tmp:0.2645673446867202, loss:438.9518
tmp:0.2643027773420335, loss:438.9518
tmp:0.2640384745646915, loss:438.9518
tmp:0.2637744360901268, loss:438.9518
tmp:0.2635106616540367, loss:438.9518
tmp:0.26324715099238266, loss:438.9518
tmp:0.26298390384139025, loss:438.9518
tmp:0.26272091993754887, loss:439.73676
tmp:0.2624581990176113, loss:438.9518
tmp:0.2621957408185937, loss:438.9518
tmp:0.2619335450777751, loss:438.9518
tmp:0.26167161153269736, loss:438.9518
tmp:0.2614099399211647, loss:438.9518
tmp:0.2611485299812435, loss:438.9518
tmp:0.2608873814512622, loss:438.9518
tmp:0.260626494069811, loss:438.9518
tmp:0.26036586757574115, loss:438.9518
tmp:0.26010550170816543, loss:438.9518
tmp:0.25984539620645725, loss:438.9518
tmp:0.2595855508102508, loss:438.9518
tmp:0.25932596525944057, loss:438.9518
tmp:0.2590666392941811, loss:438.9518
tmp:0.2588075726548869, loss:438.9518
tmp:0.258548765082232, loss:438.9518
tmp:0.25829021631714977, loss:438.9518
tmp:0.25803192610083264, loss:438.9518
tmp:0.2577738941747318, loss:438.9518
tmp:0.25751612028055704, loss:438.9518
tmp:0.25725860416027646, loss:438.9518
tmp:0.2570013455561162, loss:438.9518
tmp:0.2567443442105601, loss:438.9518
tmp:0.2564875998663495, loss:439.3575
tmp:0.25623111226648315, loss:439.3575
tmp:0.2559748811542167, loss:439.3575
tmp:0.2557189062730625, loss:439.3575
tmp:0.2554631873667894, loss:439.3575
tmp:0.2552077241794226, loss:439.3575
tmp:0.2549525164552432, loss:439.8172
tmp:0.25469756393878795, loss:438.9518
tmp:0.25444286637484914, loss:438.9518
tmp:0.2541884235084743, loss:438.9518
tmp:0.2539342350849658, loss:438.9518
tmp:0.25368030084988086, loss:439.3575
tmp:0.253426620549031, loss:438.9518
tmp:0.2531731939284819, loss:438.9518
tmp:0.25292002073455344, loss:438.9518
tmp:0.25266710071381887, loss:439.73676
tmp:0.25241443361310506, loss:438.9518
tmp:0.25216201917949194, loss:438.95184
tmp:0.25190985716031244, loss:438.95184
tmp:0.2516579473031521, loss:439.7368
tmp:0.25140628935584897, loss:438.95184
tmp:0.25115488306649314, loss:438.95184
tmp:0.25090372818342666, loss:438.95184
tmp:0.25065282445524323, loss:438.95184
tmp:0.250402171630788, loss:438.95184
tmp:0.2501517694591572, loss:438.95184
tmp:0.249901617689698, loss:438.95184
tmp:0.2496517160720083, loss:438.95184
tmp:0.24940206435593631, loss:438.95184
tmp:0.24915266229158037, loss:438.95184
tmp:0.24890350962928878, loss:438.95184
tmp:0.2486546061196595, loss:438.95184
tmp:0.24840595151353984, loss:438.95184
tmp:0.2481575455620263, loss:438.95184
tmp:0.24790938801646425, loss:438.95184
tmp:0.24766147862844778, loss:438.95184
tmp:0.24741381714981933, loss:438.95184
tmp:0.2471664033326695, loss:438.95184
tmp:0.24691923692933684, loss:438.95184
tmp:0.2466723176924075, loss:438.95184
tmp:0.2464256453747151, loss:438.95184
tmp:0.24617921972934037, loss:438.95184
tmp:0.24593304050961104, loss:438.95184
tmp:0.24568710746910144, loss:438.95184
tmp:0.24544142036163233, loss:438.95184
tmp:0.2451959789412707, loss:438.95184
tmp:0.24495078296232944, loss:438.95184
tmp:0.24470583217936712, loss:438.95184
tmp:0.24446112634718775, loss:438.95184
tmp:0.24421666522084057, loss:438.95184
tmp:0.24397244855561973, loss:438.95184
tmp:0.2437284761070641, loss:438.95184
tmp:0.24348474763095704, loss:438.95184
tmp:0.2432412628833261, loss:438.95184
tmp:0.24299802162044276, loss:438.95184
tmp:0.2427550235988223, loss:438.95184
tmp:0.24251226857522348, loss:438.95184
tmp:0.24226975630664827, loss:438.95184
tmp:0.24202748655034162, loss:438.95184
tmp:0.24178545906379129, loss:438.95184
tmp:0.2415436736047275, loss:438.95184
tmp:0.24130212993112277, loss:438.95184
tmp:0.24106082780119165, loss:438.95184
tmp:0.24081976697339044, loss:438.95184
tmp:0.24057894720641707, loss:438.95184
tmp:0.24033836825921065, loss:438.95184
tmp:0.24009802989095144, loss:439.7368
tmp:0.2398579318610605, loss:438.95184
tmp:0.23961807392919943, loss:438.95184
tmp:0.23937845585527023, loss:438.95184
tmp:0.23913907739941495, loss:438.95184
tmp:0.23889993832201553, loss:438.95184
tmp:0.2386610383836935, loss:438.95184
tmp:0.23842237734530983, loss:438.95184
tmp:0.23818395496796452, loss:438.95184
tmp:0.23794577101299655, loss:438.95184
tmp:0.23770782524198356, loss:438.95184
tmp:0.23747011741674157, loss:438.95184
tmp:0.23723264729932483, loss:438.95184
tmp:0.2369954146520255, loss:438.95184
tmp:0.23675841923737348, loss:438.95184
tmp:0.2365216608181361, loss:438.95184
tmp:0.23628513915731797, loss:438.95184
tmp:0.23604885401816064, loss:438.95184
tmp:0.2358128051641425, loss:438.95184
tmp:0.23557699235897836, loss:438.95184
tmp:0.23534141536661937, loss:438.95184
tmp:0.23510607395125274, loss:438.95184
tmp:0.2348709678773015, loss:438.95184
tmp:0.2346360969094242, loss:438.95184
tmp:0.23440146081251476, loss:438.95184
tmp:0.23416705935170223, loss:438.95184
tmp:0.23393289229235054, loss:438.95184
tmp:0.2336989594000582, loss:438.95184
tmp:0.23346526044065813, loss:438.95184
tmp:0.23323179518021747, loss:438.95184
tmp:0.23299856338503724, loss:438.95184
tmp:0.2327655648216522, loss:438.95184
tmp:0.23253279925683054, loss:438.95184
tmp:0.2323002664575737, loss:438.95184
tmp:0.23206796619111614, loss:438.95184
tmp:0.231835898224925, loss:438.95184
tmp:0.23160406232670008, loss:438.95184
tmp:0.2313724582643734, loss:438.95184
tmp:0.231141085806109, loss:438.95184
tmp:0.2309099447203029, loss:438.95184
tmp:0.2306790347755826, loss:438.95184
tmp:0.23044835574080702, loss:439.7368
tmp:0.2302179073850662, loss:439.81723
tmp:0.22998768947768114, loss:438.95184
tmp:0.22975770178820346, loss:438.95184
tmp:0.22952794408641525, loss:438.95184
tmp:0.22929841614232882, loss:438.95184
tmp:0.2290691177261865, loss:438.95184
tmp:0.2288400486084603, loss:438.95184
tmp:0.22861120855985184, loss:438.95184
tmp:0.228382597351292, loss:438.95184
tmp:0.2281542147539407, loss:439.3575
tmp:0.22792606053918676, loss:438.9518
tmp:0.2276981344786476, loss:438.9518
tmp:0.22747043634416894, loss:438.9518
tmp:0.22724296590782478, loss:438.9518
tmp:0.22701572294191696, loss:438.9518
tmp:0.22678870721897504, loss:438.9518
tmp:0.22656191851175606, loss:438.9518
tmp:0.2263353565932443, loss:438.9518
tmp:0.22610902123665105, loss:438.9518
tmp:0.2258829122154144, loss:438.9518
tmp:0.22565702930319897, loss:438.9518
tmp:0.22543137227389579, loss:438.9518
tmp:0.22520594090162188, loss:438.9518
tmp:0.22498073496072027, loss:438.9518
tmp:0.22475575422575955, loss:438.9518
tmp:0.2245309984715338, loss:438.9518
tmp:0.22430646747306227, loss:438.9518
tmp:0.2240821610055892, loss:438.9518
tmp:0.2238580788445836, loss:438.9518
tmp:0.22363422076573902, loss:438.9518
tmp:0.22341058654497328, loss:438.9518
tmp:0.2231871759584283, loss:438.9518
tmp:0.22296398878246987, loss:438.9518
tmp:0.2227410247936874, loss:438.9518
tmp:0.2225182837688937, loss:438.9518
tmp:0.2222957654851248, loss:439.3575
tmp:0.22207346971963968, loss:439.3575
tmp:0.22185139624992004, loss:439.3575
tmp:0.22162954485367012, loss:439.3575
tmp:0.22140791530881646, loss:439.3575
tmp:0.22118650739350765, loss:439.3575
tmp:0.22096532088611415, loss:439.3575
tmp:0.22074435556522803, loss:439.3575
tmp:0.2205236112096628, loss:439.3575
tmp:0.22030308759845313, loss:439.3575
tmp:0.22008278451085467, loss:439.3575
tmp:0.2198627017263438, loss:439.3575
tmp:0.21964283902461748, loss:439.3575
tmp:0.21942319618559286, loss:439.3575
tmp:0.21920377298940727, loss:439.3575
tmp:0.21898456921641787, loss:439.3575
tmp:0.21876558464720144, loss:439.3575
tmp:0.21854681906255424, loss:439.3575
tmp:0.2183282722434917, loss:439.3575
tmp:0.2181099439712482, loss:439.3575
tmp:0.21789183402727694, loss:439.3575
tmp:0.21767394219324965, loss:439.3575
tmp:0.2174562682510564, loss:439.3575
tmp:0.21723881198280534, loss:439.3575
tmp:0.21702157317082255, loss:439.3575
tmp:0.21680455159765172, loss:439.3575
tmp:0.21658774704605407, loss:440.2229
tmp:0.21637115929900802, loss:439.3575
tmp:0.216154788139709, loss:439.3575
tmp:0.2159386333515693, loss:439.3575
tmp:0.21572269471821773, loss:439.3575
tmp:0.2155069720234995, loss:439.3575
tmp:0.215291465051476, loss:440.2229
tmp:0.21507617358642453, loss:439.3575
tmp:0.2148610974128381, loss:439.3575
tmp:0.21464623631542526, loss:439.3575
tmp:0.21443159007910984, loss:439.3575
tmp:0.21421715848903072, loss:439.3575
tmp:0.21400294133054168, loss:439.3575
tmp:0.21378893838921115, loss:439.3575
tmp:0.21357514945082193, loss:439.3575
tmp:0.2133615743013711, loss:438.9518
tmp:0.2131482127270697, loss:438.9518
tmp:0.21293506451434263, loss:438.9518
tmp:0.2127221294498283, loss:438.9518
tmp:0.21250940732037846, loss:438.9518
tmp:0.21229689791305809, loss:438.9518
tmp:0.21208460101514504, loss:438.9518
tmp:0.21187251641412988, loss:438.9518
tmp:0.21166064389771574, loss:438.9518
tmp:0.21144898325381803, loss:438.9518
tmp:0.21123753427056421, loss:438.9518
tmp:0.21102629673629364, loss:438.9518
tmp:0.21081527043955733, loss:438.9518
tmp:0.21060445516911777, loss:438.9518
tmp:0.21039385071394864, loss:438.9518
tmp:0.2101834568632347, loss:438.9518
tmp:0.20997327340637145, loss:438.9518
tmp:0.20976330013296507, loss:438.9518
tmp:0.2095535368328321, loss:438.9518
tmp:0.20934398329599926, loss:438.9518
tmp:0.20913463931270326, loss:438.9518
tmp:0.20892550467339055, loss:439.8172
tmp:0.20871657916871716, loss:438.9518
tmp:0.20850786258954845, loss:438.9518
tmp:0.2082993547269589, loss:438.9518
tmp:0.20809105537223194, loss:438.9518
tmp:0.2078829643168597, loss:438.9518
tmp:0.20767508135254284, loss:438.9518
tmp:0.20746740627119029, loss:438.9518
tmp:0.20725993886491909, loss:438.9518
tmp:0.20705267892605417, loss:438.9518
tmp:0.2068456262471281, loss:438.9518
tmp:0.20663878062088098, loss:438.9518
tmp:0.2064321418402601, loss:438.9518
tmp:0.20622570969841983, loss:438.9518
tmp:0.2060194839887214, loss:438.9518
tmp:0.2058134645047327, loss:438.9518
tmp:0.20560765104022796, loss:438.9518
tmp:0.20540204338918774, loss:438.9518
tmp:0.20519664134579857, loss:438.9518
tmp:0.20499144470445277, loss:438.9518
tmp:0.2047864532597483, loss:438.9518
tmp:0.20458166680648857, loss:438.9518
tmp:0.20437708513968209, loss:438.9518
tmp:0.2041727080545424, loss:438.9518
tmp:0.20396853534648787, loss:438.9518
tmp:0.20376456681114138, loss:438.9518
tmp:0.20356080224433024, loss:438.9518
tmp:0.20335724144208592, loss:438.9518
tmp:0.20315388420064384, loss:438.9518
tmp:0.2029507303164432, loss:438.9518
tmp:0.20274777958612675, loss:438.9518
tmp:0.20254503180654063, loss:438.9518
tmp:0.2023424867747341, loss:438.9518
tmp:0.20214014428795937, loss:438.9518
tmp:0.2019380041436714, loss:438.9518
tmp:0.20173606613952774, loss:438.9518
tmp:0.20153433007338822, loss:438.9518
tmp:0.20133279574331484, loss:438.9518
tmp:0.20113146294757153, loss:438.9518
tmp:0.20093033148462397, loss:438.9518
tmp:0.20072940115313934, loss:438.9518
tmp:0.2005286717519862, loss:438.9518
tmp:0.2003281430802342, loss:438.9518
tmp:0.20012781493715395, loss:438.9518
tmp:0.19992768712221679, loss:438.9518
tmp:0.19972775943509458, loss:438.9518
tmp:0.1995280316756595, loss:438.9518
tmp:0.19932850364398383, loss:438.9518
tmp:0.19912917514033984, loss:438.9518
tmp:0.1989300459651995, loss:438.9518
tmp:0.1987311159192343, loss:438.9518
tmp:0.1985323848033151, loss:438.9518
tmp:0.19833385241851179, loss:438.9518
tmp:0.19813551856609327, loss:438.9518
tmp:0.19793738304752717, loss:438.9518
tmp:0.19773944566447965, loss:438.9518
tmp:0.19754170621881517, loss:438.9518
tmp:0.19734416451259634, loss:438.9518
tmp:0.19714682034808376, loss:438.9518
tmp:0.19694967352773568, loss:438.9518
tmp:0.19675272385420794, loss:438.9518
tmp:0.19655597113035372, loss:438.9518
tmp:0.19635941515922337, loss:438.9518
tmp:0.19616305574406415, loss:438.9518
tmp:0.19596689268832007, loss:438.9518
tmp:0.19577092579563174, loss:438.9518
tmp:0.19557515486983612, loss:439.73676
tmp:0.19537957971496628, loss:438.9518
tmp:0.1951842001352513, loss:438.9518
tmp:0.19498901593511606, loss:438.9518
tmp:0.19479402691918093, loss:438.9518
tmp:0.19459923289226175, loss:438.9518
tmp:0.1944046336593695, loss:438.9518
tmp:0.19421022902571014, loss:438.9518
tmp:0.19401601879668443, loss:438.9518
tmp:0.19382200277788775, loss:439.73676
tmp:0.19362818077510985, loss:438.9518
tmp:0.19343455259433473, loss:438.9518
tmp:0.1932411180417404, loss:438.9518
tmp:0.19304787692369865, loss:438.9518
tmp:0.19285482904677495, loss:438.9518
tmp:0.19266197421772818, loss:438.9518
tmp:0.19246931224351047, loss:438.9518
tmp:0.19227684293126696, loss:438.9518
tmp:0.19208456608833568, loss:438.9518
tmp:0.19189248152224736, loss:438.9518
tmp:0.19170058904072512, loss:438.9518
tmp:0.1915088884516844, loss:438.9518
tmp:0.19131737956323272, loss:438.9518
tmp:0.19112606218366948, loss:439.73676
tmp:0.19093493612148582, loss:438.9518
tmp:0.19074400118536433, loss:438.9518
tmp:0.19055325718417895, loss:438.9518
tmp:0.19036270392699478, loss:438.9518
tmp:0.19017234122306778, loss:438.9518
tmp:0.18998216888184472, loss:439.3575
tmp:0.18979218671296286, loss:439.3575
tmp:0.18960239452624988, loss:439.3575
tmp:0.18941279213172363, loss:439.3575
tmp:0.1892233793395919, loss:439.3575
tmp:0.1890341559602523, loss:439.3575
tmp:0.18884512180429205, loss:440.2229
tmp:0.18865627668248777, loss:439.3575
tmp:0.18846762040580528, loss:439.3575
tmp:0.18827915278539947, loss:439.3575
tmp:0.18809087363261406, loss:439.3575
tmp:0.18790278275898145, loss:439.3575
tmp:0.18771487997622247, loss:439.3575
tmp:0.18752716509624623, loss:439.3575
tmp:0.18733963793115, loss:439.3575
tmp:0.18715229829321883, loss:439.3575
tmp:0.1869651459949256, loss:439.3575
tmp:0.1867781808489307, loss:439.3575
tmp:0.18659140266808177, loss:439.3575
tmp:0.1864048112654137, loss:439.3575
tmp:0.18621840645414828, loss:439.3575
tmp:0.18603218804769414, loss:439.3575
tmp:0.18584615585964645, loss:439.3575
tmp:0.1856603097037868, loss:439.3575
tmp:0.185474649394083, loss:439.3575
tmp:0.18528917474468892, loss:439.3575
tmp:0.18510388556994423, loss:439.3575
tmp:0.18491878168437428, loss:439.3575
tmp:0.18473386290268992, loss:439.3575
tmp:0.18454912903978724, loss:439.3575
tmp:0.18436457991074745, loss:439.3575
tmp:0.1841802153308367, loss:439.3575
tmp:0.18399603511550586, loss:439.3575
tmp:0.18381203908039034, loss:439.3575
tmp:0.18362822704130996, loss:439.3575
tmp:0.18344459881426864, loss:439.3575
tmp:0.18326115421545436, loss:439.3575
tmp:0.1830778930612389, loss:439.3575
tmp:0.18289481516817765, loss:439.3575
tmp:0.18271192035300948, loss:439.3575
tmp:0.18252920843265646, loss:439.3575
tmp:0.18234667922422382, loss:439.3575
tmp:0.18216433254499959, loss:439.3575
tmp:0.18198216821245458, loss:439.3575
tmp:0.18180018604424214, loss:439.3575
tmp:0.1816183858581979, loss:439.3575
tmp:0.1814367674723397, loss:440.2229
tmp:0.18125533070486735, loss:439.3575
tmp:0.18107407537416248, loss:439.3575
tmp:0.18089300129878833, loss:439.3575
tmp:0.18071210829748954, loss:439.3575
tmp:0.18053139618919206, loss:439.3575
tmp:0.18035086479300286, loss:439.3575
tmp:0.18017051392820985, loss:439.3575
tmp:0.17999034341428163, loss:439.3575
tmp:0.17981035307086735, loss:439.3575
tmp:0.17963054271779647, loss:439.3575
tmp:0.17945091217507866, loss:439.3575
tmp:0.17927146126290358, loss:439.3575
tmp:0.17909218980164068, loss:439.3575
tmp:0.17891309761183904, loss:439.3575
tmp:0.1787341845142272, loss:439.3575
tmp:0.17855545032971298, loss:439.3575
tmp:0.17837689487938327, loss:439.3575
tmp:0.1781985179845039, loss:439.3575
tmp:0.1780203194665194, loss:439.3575
tmp:0.17784229914705288, loss:439.3575
tmp:0.17766445684790583, loss:439.3575
tmp:0.1774867923910579, loss:439.3575
tmp:0.17730930559866687, loss:439.3575
tmp:0.1771319962930682, loss:439.3575
tmp:0.17695486429677512, loss:439.3575
tmp:0.17677790943247834, loss:439.3575
tmp:0.17660113152304585, loss:439.3575
tmp:0.1764245303915228, loss:439.3575
tmp:0.1762481058611313, loss:439.3575
tmp:0.17607185775527015, loss:439.3575
tmp:0.17589578589751487, loss:439.3575
tmp:0.17571989011161734, loss:439.3575
tmp:0.17554417022150573, loss:439.3575
tmp:0.17536862605128423, loss:439.3575
tmp:0.17519325742523295, loss:439.3575
tmp:0.1750180641678077, loss:439.3575
